===== attempt 1 =====
[conv9] ingested 568 turns, notes persisted under results/repro/stores/nemori-armB-e3s
[ingest-only] done (conv9); reload with --eval-only
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv9_ingest_e3sB_c9.json
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv9_ingest_e3sB_c9.llm-trace.jsonl (full LLM I/O trace)
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv9_ingest_e3sB_c9.memory.jsonl (memory snapshot)
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv9_ingest_e3sB_c9.memory.ops.jsonl (evolution log)
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('9b8fd8bb0ae841bcbd6543a759ac8e73', 0.824165332177962), ('2e8340ec61a840e6864332b2a0d7b060', 0.7389908344144716), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.6242790372669501), ('98bfe715c91c445883722f601b4e3e11', 0.5928226335293876)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('2e8340ec61a840e6864332b2a0d7b060', 0.721045939963502), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.6852974257731637), ('98bfe715c91c445883722f601b4e3e11', 0.6069769737551394), ('9b8fd8bb0ae841bcbd6543a759ac8e73', 0.5281142944106805)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('9b8fd8bb0ae841bcbd6543a759ac8e73', 0.6850026799068478), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.6630194564745503), ('98bfe715c91c445883722f601b4e3e11', 0.6602428327745495), ('2e8340ec61a840e6864332b2a0d7b060', 0.6598107709351049)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('4982fb988c524b0d8c862f0337c6b609', 0.7982581410740824), ('98bfe715c91c445883722f601b4e3e11', 0.7740865895359055), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7689716582819122), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.6790246557449153), ('2e8340ec61a840e6864332b2a0d7b060', 0.6286025881871222)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7932599723757758), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7767532585631474), ('37149c864f634154b8e81e49dd9c8a83', 0.7700775508265632), ('47ba4a975b7a4ccfa21363840b3014ed', 0.7619809002291167), ('94650b2a9a224a5189c35b6bcc0c5928', 0.7521486518176286)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('98bfe715c91c445883722f601b4e3e11', 0.6714405499300666), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.6599007341106145), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.6522028967708643), ('4982fb988c524b0d8c862f0337c6b609', 0.5820510844222402), ('2e8340ec61a840e6864332b2a0d7b060', 0.5668472095077484)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8014317232888082), ('4982fb988c524b0d8c862f0337c6b609', 0.6593172409343883), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.6222790936837916), ('98bfe715c91c445883722f601b4e3e11', 0.614551878441788), ('e52feffebc1849058ac1240ee84d0f1d', 0.5455557910824117)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('37149c864f634154b8e81e49dd9c8a83', 0.7021390162831733), ('7274e0270fce4e32a7995239db1b9b6d', 0.7011833222531233), ('46bd2af9e141456b802faf65ecad71f8', 0.68519078606081), ('47ba4a975b7a4ccfa21363840b3014ed', 0.6716466612985449), ('94650b2a9a224a5189c35b6bcc0c5928', 0.6479579768360968)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8338114060352603), ('4982fb988c524b0d8c862f0337c6b609', 0.819223648764259), ('9ff86535166843089d2d750e7ad7443c', 0.746530055107594), ('eeb46c520e0c49549caf477e06548ad1', 0.7310247473807411), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7214932998586274)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.8061250914538773), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7472429619719698), ('9ff86535166843089d2d750e7ad7443c', 0.7179034329967421), ('de7f1451b9f14177b2321dfbb61066ff', 0.6952585557379697), ('9b8fd8bb0ae841bcbd6543a759ac8e73', 0.6749935713391436)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('0a82cffb7ef54e9a9a5d4f8659a95868', 0.7990788196139297), ('7274e0270fce4e32a7995239db1b9b6d', 0.7885187035540981), ('bb9d7d4e0c8b4252971693e0955d43b6', 0.7696973538493175), ('4982fb988c524b0d8c862f0337c6b609', 0.7658838497843438), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7569538288286157)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('94650b2a9a224a5189c35b6bcc0c5928', 0.7346387700311863), ('47ba4a975b7a4ccfa21363840b3014ed', 0.6926020474626391), ('de7f1451b9f14177b2321dfbb61066ff', 0.6892693550290386), ('46bd2af9e141456b802faf65ecad71f8', 0.6795347282250991), ('9b8fd8bb0ae841bcbd6543a759ac8e73', 0.6760552559085805)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('9ff86535166843089d2d750e7ad7443c', 0.8187513627146787), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.806932413854826), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7827551606430427), ('94650b2a9a224a5189c35b6bcc0c5928', 0.7750554746106679), ('98bfe715c91c445883722f601b4e3e11', 0.7726385879639508)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('17ea894218d14f8c854ce98decb69344', 0.7776050360680182), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.742536772198029), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.7326675732247121), ('61a250184d25416d844cb9ec76272ebb', 0.7221120765638419), ('2e8340ec61a840e6864332b2a0d7b060', 0.7166118578213861)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('98bfe715c91c445883722f601b4e3e11', 0.810500153134341), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.7989876287999128), ('9ff86535166843089d2d750e7ad7443c', 0.7969831035226278), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7771115745215589), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7694798092621866)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.7941054802474894), ('47ba4a975b7a4ccfa21363840b3014ed', 0.7715093454447006), ('7274e0270fce4e32a7995239db1b9b6d', 0.7641231057508688), ('227be1cd9a144f1180330934c07a4872', 0.7626520417344774), ('f21f87870c654b8e88614dc18f666eee', 0.756320625905845)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('61a250184d25416d844cb9ec76272ebb', 0.7637307427503875), ('f21f87870c654b8e88614dc18f666eee', 0.7509319337337264), ('e52feffebc1849058ac1240ee84d0f1d', 0.7493643512980083), ('17ea894218d14f8c854ce98decb69344', 0.710289052383293), ('7274e0270fce4e32a7995239db1b9b6d', 0.7067939698836443)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('f286902270944e91b49dfe19e559bd36', 0.7945142624729831), ('46bd2af9e141456b802faf65ecad71f8', 0.7669104914963161), ('94650b2a9a224a5189c35b6bcc0c5928', 0.7586617489974501), ('2e8340ec61a840e6864332b2a0d7b060', 0.7550221035726323), ('37149c864f634154b8e81e49dd9c8a83', 0.7444747606481077)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.8176239875958999), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8051653111540409), ('87dc9cf65e8b47848905e386a213f0ab', 0.8019687520165185), ('e52feffebc1849058ac1240ee84d0f1d', 0.7944942914962049), ('17284964c20443899ff0649fbbfb7017', 0.7860003788314669)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('2e23ef193d9f417db57f86778d8e6ce5', 0.798212290067409), ('a59caa0b8c2247bb84641e532fe28aa5', 0.7958534310252268), ('e52feffebc1849058ac1240ee84d0f1d', 0.7513969112548183), ('47ba4a975b7a4ccfa21363840b3014ed', 0.6905502848881888), ('87dc9cf65e8b47848905e386a213f0ab', 0.6890801942638565)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('47ba4a975b7a4ccfa21363840b3014ed', 0.8435880975197575), ('46bd2af9e141456b802faf65ecad71f8', 0.8245460622198406), ('37149c864f634154b8e81e49dd9c8a83', 0.7872538553258451), ('2e8340ec61a840e6864332b2a0d7b060', 0.7542214650432845), ('8daa988f8d3e48dda17c87710304f2fa', 0.7473183149014211)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('2e23ef193d9f417db57f86778d8e6ce5', 0.8380339710905731), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.814818430286984), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.8015340766036831), ('17284964c20443899ff0649fbbfb7017', 0.7992875217877478), ('9ff86535166843089d2d750e7ad7443c', 0.7886531167445048)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('9ff86535166843089d2d750e7ad7443c', 0.8423128005523318), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.841982255546871), ('227be1cd9a144f1180330934c07a4872', 0.8046736223601696), ('47ba4a975b7a4ccfa21363840b3014ed', 0.7986658177977048), ('46bd2af9e141456b802faf65ecad71f8', 0.7976454465071139)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('9ff86535166843089d2d750e7ad7443c', 0.8000105825999584), ('cabd565c059c41ac8074e7abee0f7c81', 0.7929554344082814), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7686556634289354), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.7675031678388831), ('2e23ef193d9f417db57f86778d8e6ce5', 0.7644006870652855)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8841942688133493), ('4982fb988c524b0d8c862f0337c6b609', 0.8266390620122737), ('9ff86535166843089d2d750e7ad7443c', 0.820775687743722), ('bb9d7d4e0c8b4252971693e0955d43b6', 0.8154849953140944), ('17284964c20443899ff0649fbbfb7017', 0.7958514103081995)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7464121175770326), ('87dc9cf65e8b47848905e386a213f0ab', 0.7352259263286272), ('2e23ef193d9f417db57f86778d8e6ce5', 0.725730028181749), ('cabd565c059c41ac8074e7abee0f7c81', 0.7244992929849277), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.6958344323849888)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.7932109437209613), ('227be1cd9a144f1180330934c07a4872', 0.7750203791432567), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.7683429809498223), ('87dc9cf65e8b47848905e386a213f0ab', 0.7593695470155147), ('bb9d7d4e0c8b4252971693e0955d43b6', 0.755614084577434)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('2e23ef193d9f417db57f86778d8e6ce5', 0.7548435437572673), ('cabd565c059c41ac8074e7abee0f7c81', 0.7532230105763538), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.7427149410591439), ('e52feffebc1849058ac1240ee84d0f1d', 0.7419972536543604), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.7390841254579138)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('ad08c64a5e9f4dc98af0b94eb4226e6f', 0.8303322626652567), ('2e8340ec61a840e6864332b2a0d7b060', 0.8282895039696674), ('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.8241064879038025), ('8daa988f8d3e48dda17c87710304f2fa', 0.8111644772077997), ('47ba4a975b7a4ccfa21363840b3014ed', 0.798885313824084)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('3b3512fbd7f948e1b55f9dd3e52396d4', 0.7968517641536192), ('f21f87870c654b8e88614dc18f666eee', 0.7930522742675072), ('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.7840625006724763), ('0a82cffb7ef54e9a9a5d4f8659a95868', 0.7787493345267621), ('a59caa0b8c2247bb84641e532fe28aa5', 0.7747191501211914)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8545689308819504), ('d232cb0bd366474188f80172d63b896d', 0.844944977317879), ('227be1cd9a144f1180330934c07a4872', 0.8193316901998032), ('bb9d7d4e0c8b4252971693e0955d43b6', 0.8141391133400859), ('2e23ef193d9f417db57f86778d8e6ce5', 0.8073178249492854)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('61a250184d25416d844cb9ec76272ebb', 0.8311657608200271), ('cabd565c059c41ac8074e7abee0f7c81', 0.7867356798450862), ('a35ea008c37348fa93936b4b969be51d', 0.7739593781902707), ('17ea894218d14f8c854ce98decb69344', 0.7540305822203482), ('a59caa0b8c2247bb84641e532fe28aa5', 0.7350975574927152)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.8653650532767923), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.8444287964153077), ('5921052e63074e55a71ba7b961d53754', 0.8412569926432614), ('3b3512fbd7f948e1b55f9dd3e52396d4', 0.8323208793706047), ('a35ea008c37348fa93936b4b969be51d', 0.8309618425891905)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('8daa988f8d3e48dda17c87710304f2fa', 0.8509947859942416), ('3b3512fbd7f948e1b55f9dd3e52396d4', 0.7923765552651303), ('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.7807742522262792), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.7740425068324494), ('94650b2a9a224a5189c35b6bcc0c5928', 0.753526059033268)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('09ed0f3bfda840ed9ec0ecbf4e692073', 0.7502425271220023), ('cabd565c059c41ac8074e7abee0f7c81', 0.7468284225211057), ('d2f0dd995b354ca4a556cb7d2a1960c3', 0.7452058146932191), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.7303731228162725), ('a35ea008c37348fa93936b4b969be51d', 0.713065081537555)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('87dc9cf65e8b47848905e386a213f0ab', 0.8333640156227737), ('1093fd8b5fb44fc99cbe597ee2e1e620', 0.8279670232591418), ('e68970f832f140d591cfaca683796172', 0.8253341607237192), ('1cb6594ab3b74ea6a9b48df04e5d5f50', 0.8196595704637124), ('cfbe36b5d3b4495c9ebb27d8b0d2d87f', 0.809610722730002)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('8daa988f8d3e48dda17c87710304f2fa', 0.8161091707885493), ('f286902270944e91b49dfe19e559bd36', 0.7988509937061326), ('3b3512fbd7f948e1b55f9dd3e52396d4', 0.7837880417786905), ('7ac4f70f4adc41c598ee58abe8900856', 0.7647048901760438), ('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.7592661446240728)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('a59caa0b8c2247bb84641e532fe28aa5', 0.8318812953013128), ('7828bfa350574b4798c3c4e07f4d6e8f', 0.787477260507309), ('2e23ef193d9f417db57f86778d8e6ce5', 0.7478425835588687), ('e52feffebc1849058ac1240ee84d0f1d', 0.733942094674763), ('47ba4a975b7a4ccfa21363840b3014ed', 0.712538789478671)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('46bd2af9e141456b802faf65ecad71f8', 0.8745818584552105), ('5df7aa9fd9cb45c7bfa78c674fc1a3ee', 0.8738909048679767), ('3b3512fbd7f948e1b55f9dd3e52396d4', 0.8607562523401847), ('8daa988f8d3e48dda17c87710304f2fa', 0.8542252043697862), ('ad08c64a5e9f4dc98af0b94eb4226e6f', 0.8477211819930914)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('7828bfa350574b4798c3c4e07f4d6e8f', 0.8055072295812469), ('a59caa0b8c2247bb84641e532fe28aa5', 0.7911663564400733), ('2e23ef193d9f417db57f86778d8e6ce5', 0.7806110636815602), ('cabd565c059c41ac8074e7abee0f7c81', 0.7503083367237419), ('e52feffebc1849058ac1240ee84d0f1d', 0.7372789263944246)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('a59caa0b8c2247bb84641e532fe28aa5', 0.8459597838190533), ('7828bfa350574b4798c3c4e07f4d6e8f', 0.8245408721984044), ('61a250184d25416d844cb9ec76272ebb', 0.7703811455117279), ('e52feffebc1849058ac1240ee84d0f1d', 0.7665466606626021), ('2e23ef193d9f417db57f86778d8e6ce5', 0.7495756403896534)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv9 top_k=5 threshold=0.85 hits=[('93ecbb2117c14f3faeb4cedbe88609e0', 0.7506504332554288), ('0b89d3cd216245788521424e62b49866', 0.7436440815462816), ('a59caa0b8c2247bb84641e532fe28aa5', 0.7306142940265988), ('7828bfa350574b4798c3c4e07f4d6e8f', 0.724692268102141), ('7274e0270fce4e32a7995239db1b9b6d', 0.7187308984920411)]
