===== attempt 1 =====
[conv1] ingested 369 turns, notes persisted under results/repro/stores/nemori-armB-e3s
[ingest-only] done (conv1); reload with --eval-only
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv1_ingest_e3sB_c1.json
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv1_ingest_e3sB_c1.llm-trace.jsonl (full LLM I/O trace)
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv1_ingest_e3sB_c1.memory.jsonl (memory snapshot)
[done] wrote /home/jinmang2/agentic_memory/results/repro/gpt-4o-mini_nemori_merge085_conv1_ingest_e3sB_c1.memory.ops.jsonl (evolution log)
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('acfe203182ea4785b2bed675af34c958', 0.7873296986510587), ('d2d316f5c41d4cbe94ecf93b235a6da4', 0.7706771536902794), ('c5987b10428c431484eeb0c3866263e9', 0.6143191772400992)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('c5987b10428c431484eeb0c3866263e9', 0.7828832363056166), ('acfe203182ea4785b2bed675af34c958', 0.7533165773532366), ('d2d316f5c41d4cbe94ecf93b235a6da4', 0.6686253049191028)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('6188a05f971740e09629dfae73b4a3e3', 0.6679851502582417), ('c5987b10428c431484eeb0c3866263e9', 0.6204178092083078), ('f94c6bc3824b4aa5b48b113efeb6599c', 0.6160577273607112), ('acfe203182ea4785b2bed675af34c958', 0.6027909663849926), ('d2d316f5c41d4cbe94ecf93b235a6da4', 0.5634723326340708)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('10876eb3ecb24d0c8ae28a333c88ef3d', 0.7589780719085986), ('c5987b10428c431484eeb0c3866263e9', 0.7559992244389944), ('ed237fe50e5c40f0935580f5d61f3cea', 0.7482857792137263), ('c255d8c9d36642919e7bb61f2b8c9550', 0.7434604557290303), ('b315c22e06d444c3b01542cc0f6f7761', 0.7013594618817507)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('b315c22e06d444c3b01542cc0f6f7761', 0.8575922253414361), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8268263427251419), ('082d1e8c6d7b464f9c74f2e96e1202bc', 0.8234636731766846), ('42739d708aa14a9e898312ceeee39227', 0.8228832896618712), ('10876eb3ecb24d0c8ae28a333c88ef3d', 0.8216267812049758)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('b315c22e06d444c3b01542cc0f6f7761', 0.8703229262541365), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8574028597925806), ('082d1e8c6d7b464f9c74f2e96e1202bc', 0.8220656769303512), ('acfe203182ea4785b2bed675af34c958', 0.8210906179939582), ('15565ce5911d41159f2523e4c82c0447', 0.8075805660971358)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('42739d708aa14a9e898312ceeee39227', 0.7989467127018649), ('c6b56c9df9cc4389ab918d4698f3e1f1', 0.7771892034343756), ('ed237fe50e5c40f0935580f5d61f3cea', 0.7750949099977095), ('10876eb3ecb24d0c8ae28a333c88ef3d', 0.7571920476762193), ('08550a46fa3043c9ac523df85f5d8800', 0.7305482057750781)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('ed237fe50e5c40f0935580f5d61f3cea', 0.8905344105065663), ('08550a46fa3043c9ac523df85f5d8800', 0.8751407625957798), ('15565ce5911d41159f2523e4c82c0447', 0.8657041280478281), ('acfe203182ea4785b2bed675af34c958', 0.8278306249266828), ('f4de19bf833049dbad7c9f666387e6df', 0.8276858940610545)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('10876eb3ecb24d0c8ae28a333c88ef3d', 0.8896800922315293), ('42739d708aa14a9e898312ceeee39227', 0.8447080492039164), ('f4de19bf833049dbad7c9f666387e6df', 0.8254034796236724), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8171833800105784), ('c255d8c9d36642919e7bb61f2b8c9550', 0.7919733227952898)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('42739d708aa14a9e898312ceeee39227', 0.866469841469397), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8358042706700191), ('fddef088bd5c4869a5cf5df918fe0511', 0.8253454838721731), ('15565ce5911d41159f2523e4c82c0447', 0.7681933052023914), ('d64087bfbf434c389509a4366d8459ee', 0.7679347800108394)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('c5d58ab9b4a84390859949f9309b6540', 0.8878296935969239), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8603486678001127), ('15565ce5911d41159f2523e4c82c0447', 0.8480000837676975), ('f4de19bf833049dbad7c9f666387e6df', 0.8160013827360832), ('c5987b10428c431484eeb0c3866263e9', 0.8122610104245336)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.8822095048913687), ('f4de19bf833049dbad7c9f666387e6df', 0.8241108447785428), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8202949443216011), ('acfe203182ea4785b2bed675af34c958', 0.8046953408951518), ('15565ce5911d41159f2523e4c82c0447', 0.7979309774665992)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('f4de19bf833049dbad7c9f666387e6df', 0.8095314107857079), ('ed237fe50e5c40f0935580f5d61f3cea', 0.7727643319057285), ('fddef088bd5c4869a5cf5df918fe0511', 0.7698092542407611), ('c5987b10428c431484eeb0c3866263e9', 0.7530504022127847), ('42739d708aa14a9e898312ceeee39227', 0.750409220267216)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('ed237fe50e5c40f0935580f5d61f3cea', 0.8318408533398252), ('35323b2b0015428ab8948d02c636a7b7', 0.8045290464922472), ('15565ce5911d41159f2523e4c82c0447', 0.7852049941306625), ('42739d708aa14a9e898312ceeee39227', 0.782964838219425), ('fddef088bd5c4869a5cf5df918fe0511', 0.7811302569402296)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.918158225879641), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8953892448564754), ('f4de19bf833049dbad7c9f666387e6df', 0.8807313740168052), ('37c265dc50884982a68fe0ac5f2372ad', 0.8763080167201607), ('15565ce5911d41159f2523e4c82c0447', 0.8586954649819087)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('d64087bfbf434c389509a4366d8459ee', 0.7970695312459157), ('42739d708aa14a9e898312ceeee39227', 0.7869837578766423), ('35323b2b0015428ab8948d02c636a7b7', 0.7662962115894918), ('5365eb3c64b14f05b3e85986edbad868', 0.7492418198899474), ('ed237fe50e5c40f0935580f5d61f3cea', 0.748932135566828)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('42739d708aa14a9e898312ceeee39227', 0.8428699301850493), ('fddef088bd5c4869a5cf5df918fe0511', 0.8191166510671458), ('f4de19bf833049dbad7c9f666387e6df', 0.8155572817352736), ('b85e946718554ba8b04e1f860a9d498f', 0.8059030625259311), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8049112644308765)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('ed237fe50e5c40f0935580f5d61f3cea', 0.8753817426524264), ('f4de19bf833049dbad7c9f666387e6df', 0.8650018660094448), ('fddef088bd5c4869a5cf5df918fe0511', 0.8558045117663267), ('42739d708aa14a9e898312ceeee39227', 0.8463058608089302), ('b85e946718554ba8b04e1f860a9d498f', 0.8462504240043283)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.8502376510062091), ('f4de19bf833049dbad7c9f666387e6df', 0.8392627094584704), ('b85e946718554ba8b04e1f860a9d498f', 0.819521642149983), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8080712101087812), ('15565ce5911d41159f2523e4c82c0447', 0.7807636166770155)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('22d5dc1b8a1b447e81dbdfc7afeda3e9', 0.8815099522115282), ('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.8459306317327315), ('f4de19bf833049dbad7c9f666387e6df', 0.8142522726668823), ('b85e946718554ba8b04e1f860a9d498f', 0.8080785368608361), ('ed237fe50e5c40f0935580f5d61f3cea', 0.7884585992123405)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('f4de19bf833049dbad7c9f666387e6df', 0.7481215655230821), ('082d1e8c6d7b464f9c74f2e96e1202bc', 0.7204035512896823), ('9e58b678644c42568725c12c7622aec4', 0.7170064213422), ('e8bd4147eccc4f4ea4efefc87d632aca', 0.7150534156003167), ('fddef088bd5c4869a5cf5df918fe0511', 0.7005392093551326)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('35323b2b0015428ab8948d02c636a7b7', 0.8002827233328642), ('fddef088bd5c4869a5cf5df918fe0511', 0.7967415424029246), ('42739d708aa14a9e898312ceeee39227', 0.796269718391466), ('ed237fe50e5c40f0935580f5d61f3cea', 0.784838864473711), ('5365eb3c64b14f05b3e85986edbad868', 0.7581200137471179)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('b85e946718554ba8b04e1f860a9d498f', 0.8852865727220092), ('e8bd4147eccc4f4ea4efefc87d632aca', 0.8782369489288924), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8739141668220697), ('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.8520629926660283), ('42739d708aa14a9e898312ceeee39227', 0.8508827068788027)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('d64087bfbf434c389509a4366d8459ee', 0.8566912885048057), ('c6b56c9df9cc4389ab918d4698f3e1f1', 0.8135160420141806), ('42739d708aa14a9e898312ceeee39227', 0.7940855504525796), ('fddef088bd5c4869a5cf5df918fe0511', 0.7894517164553203), ('6dbb80a9822e4a4fbb575b88e8b45403', 0.7798971708057604)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('42739d708aa14a9e898312ceeee39227', 0.8483400563147403), ('fddef088bd5c4869a5cf5df918fe0511', 0.8328169926139986), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8260225024433684), ('35323b2b0015428ab8948d02c636a7b7', 0.8259041041375055), ('95676debe93c408f9bfae7f110edf79a', 0.8245103538276592)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('b85e946718554ba8b04e1f860a9d498f', 0.8822361930398919), ('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.869051640897325), ('95676debe93c408f9bfae7f110edf79a', 0.8579585246451974), ('f4de19bf833049dbad7c9f666387e6df', 0.846466549708931), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8408907787669984)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('42739d708aa14a9e898312ceeee39227', 0.7654283166627334), ('35323b2b0015428ab8948d02c636a7b7', 0.7563789269550591), ('acac64806b714e3ea1c6a92dd9810749', 0.7493628359182073), ('d64087bfbf434c389509a4366d8459ee', 0.7452941728709261), ('fddef088bd5c4869a5cf5df918fe0511', 0.7365347968799533)]
INFO agmem.organizers.nemori: nemori: merge candidate scores namespace=repro-conv1 top_k=5 threshold=0.85 hits=[('e624153212b24cf19f692c927db85f70', 0.8628979518948767), ('aafa3839dd8d4d7791ad1f8daa8d6d0d', 0.8589200032897155), ('ed237fe50e5c40f0935580f5d61f3cea', 0.8409284565347839), ('95676debe93c408f9bfae7f110edf79a', 0.826767315686459), ('15565ce5911d41159f2523e4c82c0447', 0.8026081147136908)]
